,player,hits,team,def_rank,games_played,1_hits_count,2_hits_count,3_hits_count,4_hits_count
13829,Jake Burger,0.0,TBR,13.0,1,0,0,0,0
13830,Josh Smith,2.0,TBR,13.0,1,1,1,0,0
13831,Kyle Higashioka,1.0,TBR,13.0,1,1,0,0,0
13832,Leody Taveras,1.0,TBR,13.0,1,1,0,0,0
13833,Brice Turang,1.0,CIN,4.0,1,1,0,0,0
13834,Jackson Chourio,1.0,CIN,4.0,1,1,0,0,0
13835,Christian Yelich,0.0,CIN,4.0,1,0,0,0,0
13836,Willson Contreras,0.0,CIN,4.0,1,0,0,0,0
13837,Sal Frelick,1.0,CIN,4.0,1,1,0,0,0
13838,Miguel Vargas,0.0,DET,6.0,1,0,0,0,0
13839,Rhys Hoskins,0.0,CIN,4.0,1,0,0,0,0
13840,Luis Robert Jr.,0.0,DET,6.0,1,0,0,0,0
13841,Oliver Dunn,0.0,CIN,4.0,1,0,0,0,0
13842,Andrew Benintendi,1.0,DET,6.0,1,1,0,0,0
13843,Garrett Mitchell,2.0,CIN,4.0,1,1,1,0,0
13844,Andrew Vaughn,1.0,DET,6.0,1,1,0,0,0
13845,Joey Ortiz,0.0,CIN,4.0,1,0,0,0,0
13846,Nick Maton,1.0,DET,6.0,1,1,0,0,0
13847,Lenyn Sosa,0.0,DET,6.0,1,0,0,0,0
13848,Brooks Baldwin,1.0,DET,6.0,1,1,0,0,0
13849,Korey Lee,3.0,DET,6.0,1,1,1,1,0
13850,Jacob Amaya,1.0,DET,6.0,1,1,0,0,0
13851,Jose Altuve,3.0,MIN,9.0,1,1,1,1,0
13852,Isaac Paredes,1.0,MIN,9.0,1,1,0,0,0
13853,Yordan Alvarez,1.0,MIN,9.0,1,1,0,0,0
13854,Christian Walker,0.0,MIN,9.0,1,0,0,0,0
13855,Yandy Diaz,0.0,MIN,9.0,1,0,0,0,0
13856,Jeremy Pena,2.0,MIN,9.0,1,1,1,0,0
13857,Brendan Rodgers,1.0,MIN,9.0,1,1,0,0,0
13858,Cam Smith,0.0,MIN,9.0,1,0,0,0,0
13859,Jake Meyers,1.0,MIN,9.0,1,1,0,0,0
13860,Matt Wallner,1.0,HOU,2.0,1,1,0,0,0
13861,Carlos Correa,1.0,HOU,2.0,1,1,0,0,0
13862,Byron Buxton,0.0,HOU,2.0,1,0,0,0,0
13863,Trevor Larnach,1.0,HOU,2.0,1,1,0,0,0
13864,Harrison Bader,0.0,TBR,13.0,1,0,0,0,0
13865,Ty France,1.0,HOU,2.0,1,1,0,0,0
13866,Willi Castro,0.0,HOU,2.0,1,0,0,0,0
13867,Edouard Julien,0.0,HOU,2.0,1,0,0,0,0
13868,Mickey Gasper,0.0,HOU,2.0,1,0,0,0,0
13869,Jose Miranda,1.0,HOU,2.0,1,1,0,0,0
13870,Christian Vazquez,1.0,HOU,2.0,1,1,0,0,0
13871,Ian Happ,1.0,SDP,3.0,1,1,0,0,0
13872,Kyle Tucker,1.0,SDP,3.0,1,1,0,0,0
13873,Seiya Suzuki,0.0,SDP,3.0,1,0,0,0,0
13874,Michael Busch,1.0,SDP,3.0,1,1,0,0,0
13875,Dansby Swanson,2.0,SDP,3.0,1,1,1,0,0
13876,Nico Hoerner,2.0,SDP,3.0,1,1,1,0,0
13877,Pete Crow-Armstrong,1.0,SDP,3.0,1,1,0,0,0
13878,Matt Shaw,1.0,SDP,3.0,1,1,0,0,0
13879,Carson Kelly,2.0,SDP,3.0,1,1,1,0,0
13880,Paul Goldschmidt,3.0,PIT,15.0,1,1,1,1,0
13881,Ben Rice,1.0,PIT,15.0,1,1,0,0,0
13882,Aaron Judge,1.0,PIT,15.0,1,1,0,0,0
13883,Jazz Chisholm Jr.,1.0,PIT,15.0,1,1,0,0,0
13884,Kyle Schwarber,1.0,LAD,14.0,1,1,0,0,0
13885,Anthony Volpe,2.0,PIT,15.0,1,1,1,0,0
13886,Trea Turner,1.0,LAD,14.0,1,1,0,0,0
13887,Austin Wells,1.0,PIT,15.0,1,1,0,0,0
13888,Bryce Harper,1.0,LAD,14.0,1,1,0,0,0
13889,Jasson Dominguez,1.0,PIT,15.0,1,1,0,0,0
13890,Alec Bohm,0.0,LAD,14.0,1,0,0,0,0
13891,Oswald Peraza,2.0,PIT,15.0,1,1,1,0,0
13892,Max Kepler,0.0,LAD,14.0,1,0,0,0,0
13893,Trent Grisham,2.0,PIT,15.0,1,1,1,0,0
13894,Nick Castellanos,0.0,LAD,14.0,1,0,0,0,0
13895,Gunnar Henderson,0.0,KCR,11.0,1,0,0,0,0
13896,Jordan Westburg,1.0,KCR,11.0,1,1,0,0,0
13897,J.T. Realmuto,0.0,LAD,14.0,1,0,0,0,0
13898,Cedric Mullins,1.0,KCR,11.0,1,1,0,0,0
13899,Ryan Mountcastle,2.0,KCR,11.0,1,1,1,0,0
13900,Brandon Marsh,0.0,LAD,14.0,1,0,0,0,0
13901,Tyler O'Neill,2.0,KCR,11.0,1,1,1,0,0
13902,Edmundo Sosa,0.0,LAD,14.0,1,0,0,0,0
13903,Ramon Laureano,0.0,KCR,11.0,1,0,0,0,0
13904,Adam Frazier,0.0,NYY,1.0,1,0,0,0,0
13905,Heston Kjerstad,1.0,KCR,11.0,1,1,0,0,0
13906,Jared Triolo,0.0,NYY,1.0,1,0,0,0,0
13907,Ramon Urias,1.0,KCR,11.0,1,1,0,0,0
13908,Bryan Reynolds,0.0,NYY,1.0,1,0,0,0,0
13909,Gary Sanchez,1.0,KCR,11.0,1,1,0,0,0
13910,Oneil Cruz,1.0,NYY,1.0,1,1,0,0,0
13911,Jackson Holliday,3.0,KCR,11.0,1,1,1,1,0
13912,Ke'Bryan Hayes,2.0,NYY,1.0,1,1,1,0,0
13913,Yandy Diaz,0.0,TEX,5.0,1,0,0,0,0
13914,Jack Suwinski,0.0,NYY,1.0,1,0,0,0,0
13915,Brandon Lowe,1.0,TEX,5.0,1,1,0,0,0
13916,Tommy Pham,0.0,NYY,1.0,1,0,0,0,0
13917,Jonny DeLuca,2.0,TEX,5.0,1,1,1,0,0
13918,Alexander Canario,0.0,NYY,1.0,1,0,0,0,0
13919,Jonathan Aranda,2.0,TEX,5.0,1,1,1,0,0
13920,Enmanuel Valdez,1.0,NYY,1.0,1,1,0,0,0
13921,Danny Jansen,1.0,TEX,5.0,1,1,0,0,0
13922,Joey Bart,0.0,NYY,1.0,1,0,0,0,0
13923,Kameron Misner,2.0,TEX,5.0,1,1,1,0,0
13924,Endy Rodriguez,0.0,NYY,1.0,1,0,0,0,0
13925,Curtis Mead,1.0,TEX,5.0,1,1,0,0,0
13926,Isiah Kiner-Falefa,0.0,NYY,1.0,1,0,0,0,0
13927,Taylor Walls,0.0,TEX,5.0,1,0,0,0,0
13928,Jake Mangum,1.0,TEX,5.0,1,1,0,0,0
13929,Christopher Morel,0.0,TEX,5.0,1,0,0,0,0
13930,Bo Bichette,3.0,NYM,7.0,1,1,1,1,0
13931,Vladimir Guerrero Jr.,2.0,NYM,7.0,1,1,1,0,0
13932,Anthony Santander,1.0,NYM,7.0,1,1,0,0,0
13933,Andres Gimenez,1.0,NYM,7.0,1,1,0,0,0
13934,Alejandro Kirk,0.0,NYM,7.0,1,0,0,0,0
13935,George Springer,0.0,NYM,7.0,1,0,0,0,0
13936,Nathan Lukes,0.0,NYM,7.0,1,0,0,0,0
13937,Will Wagner,0.0,NYM,7.0,1,0,0,0,0
13938,Ernie Clement,0.0,NYM,7.0,1,0,0,0,0
13939,Marcus Semien,1.0,TBR,13.0,1,1,0,0,0
13940,Myles Straw,1.0,NYM,7.0,1,1,0,0,0
13941,Corey Seager,0.0,TBR,13.0,1,0,0,0,0
13942,Alan Roden,2.0,NYM,7.0,1,1,1,0,0
13943,Wyatt Langford,1.0,TBR,13.0,1,1,0,0,0
13944,TJ Friedl,4.0,MIL,12.0,1,1,1,1,1
13945,Joc Pederson,0.0,TBR,13.0,1,0,0,0,0
13946,Santiago Espinal,2.0,MIL,12.0,1,1,1,0,0
13947,Jonah Heim,0.0,TBR,13.0,1,0,0,0,0
13948,Elly De La Cruz,1.0,MIL,12.0,1,1,0,0,0
13949,Adolis Garcia,0.0,TBR,13.0,1,0,0,0,0
13950,Jake Burger,1.0,TBR,13.0,1,1,0,0,0
13951,Jacob Hurtubise,0.0,MIL,12.0,1,0,0,0,0
13952,Josh Smith,0.0,TBR,13.0,1,0,0,0,0
13953,Jeimer Candelario,0.0,MIL,12.0,1,0,0,0,0
13954,Kyle Higashioka,0.0,TBR,13.0,1,0,0,0,0
13955,Christian Encarnacion-Strand,1.0,MIL,12.0,1,1,0,0,0
13956,Leody Taveras,0.0,TBR,13.0,1,0,0,0,0
13957,Jake Fraley,1.0,MIL,12.0,1,1,0,0,0
13958,Kevin Pillar,1.0,TBR,13.0,1,1,0,0,0
13959,Blake Dunn,1.0,MIL,12.0,1,1,0,0,0
13960,Jose Trevino,2.0,MIL,12.0,1,1,1,0,0
13961,Xavier Edwards,1.0,ATL,8.0,1,1,0,0,0
13962,Kyle Stowers,1.0,ATL,8.0,1,1,0,0,0
13963,Otto Lopez,0.0,ATL,8.0,1,0,0,0,0
13964,Matt Mervis,3.0,ATL,8.0,1,1,1,1,0
13965,Eric Wagaman,1.0,ATL,8.0,1,1,0,0,0
13966,Griffin Conine,0.0,ATL,8.0,1,0,0,0,0
13967,Derek Hill,1.0,ATL,8.0,1,1,0,0,0
13968,Graham Pauley,1.0,ATL,8.0,1,1,0,0,0
13969,Liam Hicks,2.0,ATL,8.0,1,1,1,0,0
13970,Brice Turang,1.0,CIN,4.0,1,1,0,0,0
13971,Jackson Chourio,1.0,CIN,4.0,1,1,0,0,0
13972,Christian Yelich,1.0,CIN,4.0,1,1,0,0,0
13973,Willson Contreras,1.0,CIN,4.0,1,1,0,0,0
13974,Sal Frelick,4.0,CIN,4.0,1,1,1,1,1
13975,Rhys Hoskins,0.0,CIN,4.0,1,0,0,0,0
13976,Jake Bauers,0.0,CIN,4.0,1,0,0,0,0
13977,Oliver Dunn,2.0,CIN,4.0,1,1,1,0,0
13978,Garrett Mitchell,1.0,CIN,4.0,1,1,0,0,0
13979,Victor Robles,2.0,SFG,10.0,1,1,1,0,0
13980,Isaac Collins,0.0,CIN,4.0,1,0,0,0,0
13981,Julio Rodriguez,0.0,SFG,10.0,1,0,0,0,0
13982,Joey Ortiz,1.0,CIN,4.0,1,1,0,0,0
13983,Cal Raleigh,1.0,SFG,10.0,1,1,0,0,0
13984,Randy Arozarena,0.0,SFG,10.0,1,0,0,0,0
13985,Mitch Garver,0.0,SFG,10.0,1,0,0,0,0
13986,Donovan Solano,0.0,SFG,10.0,1,0,0,0,0
13987,Miles Mastrobuoni,0.0,SFG,10.0,1,0,0,0,0
13988,Dylan Moore,2.0,SFG,10.0,1,1,1,0,0
13989,Ryan Bliss,1.0,SFG,10.0,1,1,0,0,0
13990,Luke Raley,0.0,SFG,10.0,1,0,0,0,0
13991,J.P. Crawford,1.0,SFG,10.0,1,1,0,0,0
13992,Paul Goldschmidt,1.0,PIT,15.0,1,1,0,0,0
13993,Cody Bellinger,1.0,PIT,15.0,1,1,0,0,0
13994,Aaron Judge,0.0,PIT,15.0,1,0,0,0,0
13995,Jazz Chisholm Jr.,1.0,PIT,15.0,1,1,0,0,0
13996,Anthony Volpe,1.0,PIT,15.0,1,1,0,0,0
13997,Austin Wells,1.0,PIT,15.0,1,1,0,0,0
13998,Jasson Dominguez,0.0,PIT,15.0,1,0,0,0,0
13999,Kyle Schwarber,0.0,LAD,14.0,1,0,0,0,0
14000,Oswald Peraza,1.0,PIT,15.0,1,1,0,0,0
14001,Trea Turner,0.0,LAD,14.0,1,0,0,0,0
14002,Trent Grisham,2.0,PIT,15.0,1,1,1,0,0
14003,Bryce Harper,2.0,LAD,14.0,1,1,1,0,0
14004,Max Kepler,0.0,LAD,14.0,1,0,0,0,0
14005,Nick Castellanos,1.0,LAD,14.0,1,1,0,0,0
14006,Bryson Stott,1.0,LAD,14.0,1,1,0,0,0
14007,Edmundo Sosa,2.0,LAD,14.0,1,1,1,0,0
14008,Rafael Marchan,0.0,LAD,14.0,1,0,0,0,0
14009,Ke'Bryan Hayes,1.0,NYY,1.0,1,1,0,0,0
14010,Bryan Reynolds,1.0,NYY,1.0,1,1,0,0,0
14011,Oneil Cruz,1.0,NYY,1.0,1,1,0,0,0
14012,Joey Bart,0.0,NYY,1.0,1,0,0,0,0
14013,Andrew McCutchen,0.0,NYY,1.0,1,0,0,0,0
14014,Jack Suwinski,0.0,NYY,1.0,1,0,0,0,0
14015,Mike Tauchman,1.0,DET,6.0,1,1,0,0,0
14016,Enmanuel Valdez,1.0,NYY,1.0,1,1,0,0,0
14017,Luis Robert Jr.,1.0,DET,6.0,1,1,0,0,0
14018,Tommy Pham,1.0,NYY,1.0,1,1,0,0,0
14019,Andrew Benintendi,0.0,DET,6.0,1,0,0,0,0
14020,Adam Frazier,1.0,NYY,1.0,1,1,0,0,0
14021,Nick Maton,0.0,DET,6.0,1,0,0,0,0
14022,Isiah Kiner-Falefa,1.0,NYY,1.0,1,1,0,0,0
14023,Andrew Vaughn,1.0,DET,6.0,1,1,0,0,0
14024,Matt Thaiss,1.0,DET,6.0,1,1,0,0,0
14025,Miguel Vargas,0.0,DET,6.0,1,0,0,0,0
14026,Brooks Baldwin,0.0,DET,6.0,1,0,0,0,0
14027,Jacob Amaya,0.0,DET,6.0,1,0,0,0,0
14028,Michael A. Taylor,0.0,DET,6.0,1,0,0,0,0
14029,Bo Bichette,0.0,NYM,7.0,1,0,0,0,0
14030,Vladimir Guerrero Jr.,0.0,NYM,7.0,1,0,0,0,0
14031,Anthony Santander,0.0,NYM,7.0,1,0,0,0,0
14032,Andres Gimenez,0.0,NYM,7.0,1,0,0,0,0
14033,Alejandro Kirk,2.0,NYM,7.0,1,1,1,0,0
14034,George Springer,0.0,NYM,7.0,1,0,0,0,0
14035,Ernie Clement,0.0,NYM,7.0,1,0,0,0,0
14036,Davis Schneider,0.0,NYM,7.0,1,0,0,0,0
14037,Alan Roden,0.0,NYM,7.0,1,0,0,0,0
14038,Tyler Heineman,1.0,NYM,7.0,1,1,0,0,0
14039,Myles Straw,1.0,NYM,7.0,1,1,0,0,0
14040,Nathan Lukes,0.0,NYM,7.0,1,0,0,0,0
14041,Gunnar Henderson,0.0,KCR,11.0,1,0,0,0,0
14042,Adley Rutschman,1.0,KCR,11.0,1,1,0,0,0
14043,Jordan Westburg,1.0,KCR,11.0,1,1,0,0,0
14044,Tyler O'Neill,0.0,KCR,11.0,1,0,0,0,0
14045,Ryan Mountcastle,2.0,KCR,11.0,1,1,1,0,0
14046,Ramon Laureano,0.0,KCR,11.0,1,0,0,0,0
14047,Gary Sanchez,0.0,KCR,11.0,1,0,0,0,0
14048,Ramon Urias,0.0,KCR,11.0,1,0,0,0,0
14049,Jorge Mateo,0.0,KCR,11.0,1,0,0,0,0
14050,Heston Kjerstad,0.0,KCR,11.0,1,0,0,0,0
14051,TJ Friedl,1.0,MIL,12.0,1,1,0,0,0
14052,Santiago Espinal,0.0,MIL,12.0,1,0,0,0,0
14053,Elly De La Cruz,1.0,MIL,12.0,1,1,0,0,0
14054,Gavin Lux,0.0,MIL,12.0,1,0,0,0,0
14055,Jeimer Candelario,0.0,MIL,12.0,1,0,0,0,0
14056,Christian Encarnacion-Strand,1.0,MIL,12.0,1,1,0,0,0
14057,Spencer Steer,1.0,MIL,12.0,1,1,0,0,0
14058,Jake Fraley,1.0,MIL,12.0,1,1,0,0,0
14059,Austin Wynns,0.0,MIL,12.0,1,0,0,0,0
14060,Jacob Hurtubise,0.0,MIL,12.0,1,0,0,0,0
14061,Jose Trevino,0.0,MIL,12.0,1,0,0,0,0
14062,Jose Altuve,2.0,MIN,9.0,1,1,1,0,0
14063,Isaac Paredes,4.0,MIN,9.0,1,1,1,1,1
14064,Yordan Alvarez,2.0,MIN,9.0,1,1,1,0,0
14065,Christian Walker,2.0,MIN,9.0,1,1,1,0,0
14066,Mauricio Dubon,0.0,MIN,9.0,1,0,0,0,0
14067,Jeremy Pena,0.0,MIN,9.0,1,0,0,0,0
14068,Yandy Diaz,0.0,MIN,9.0,1,0,0,0,0
14069,Brendan Rodgers,2.0,MIN,9.0,1,1,1,0,0
14070,Brice Turang,2.0,CIN,4.0,1,1,1,0,0
14071,Zach Dezenzo,0.0,MIN,9.0,1,0,0,0,0
14072,Jackson Chourio,2.0,CIN,4.0,1,1,1,0,0
14073,Victor Caratini,0.0,MIN,9.0,1,0,0,0,0
14074,Christian Yelich,1.0,CIN,4.0,1,1,0,0,0
14075,Chas McCormick,0.0,MIN,9.0,1,0,0,0,0
14076,Garrett Mitchell,0.0,CIN,4.0,1,0,0,0,0
14077,Jake Meyers,1.0,MIN,9.0,1,1,0,0,0
14078,Sal Frelick,1.0,CIN,4.0,1,1,0,0,0
14079,Jake Bauers,1.0,CIN,4.0,1,1,0,0,0
14080,Joey Ortiz,0.0,CIN,4.0,1,0,0,0,0
14081,Oliver Dunn,1.0,CIN,4.0,1,1,0,0,0
14082,Eric Haase,0.0,CIN,4.0,1,0,0,0,0
14083,Matt Wallner,4.0,HOU,2.0,1,1,1,1,1
14084,DaShawn Keirsey Jr.,0.0,HOU,2.0,1,0,0,0,0
14085,Christian Vazquez,0.0,HOU,2.0,1,0,0,0,0
14086,Carlos Correa,1.0,HOU,2.0,1,1,0,0,0
14087,Byron Buxton,1.0,HOU,2.0,1,1,0,0,0
14088,Trevor Larnach,1.0,HOU,2.0,1,1,0,0,0
14089,Willi Castro,1.0,TBR,13.0,1,1,0,0,0
14090,Yandy Diaz,1.0,TEX,5.0,1,1,0,0,0
14091,Ryan Jeffers,1.0,HOU,2.0,1,1,0,0,0
14092,Jonny DeLuca,0.0,TEX,5.0,1,0,0,0,0
14093,Edouard Julien,1.0,HOU,2.0,1,1,0,0,0
14094,Brandon Lowe,1.0,TEX,5.0,1,1,0,0,0
14095,Ty France,0.0,HOU,2.0,1,0,0,0,0
14096,Junior Caminero,0.0,TEX,5.0,1,0,0,0,0
14097,Mickey Gasper,0.0,HOU,2.0,1,0,0,0,0
14098,Jonathan Aranda,1.0,TEX,5.0,1,1,0,0,0
14099,Jose Miranda,0.0,HOU,2.0,1,0,0,0,0
14100,Christopher Morel,1.0,TEX,5.0,1,1,0,0,0
14101,Harrison Bader,2.0,HOU,2.0,1,1,1,0,0
14102,Kameron Misner,1.0,TEX,5.0,1,1,0,0,0
14103,Ian Happ,1.0,SDP,3.0,1,1,0,0,0
14104,Jose Caballero,0.0,TEX,5.0,1,0,0,0,0
14105,Seiya Suzuki,0.0,SDP,3.0,1,0,0,0,0
14106,Kyle Tucker,2.0,SDP,3.0,1,1,1,0,0
14107,Justin Turner,0.0,SDP,3.0,1,0,0,0,0
14108,Dansby Swanson,0.0,SDP,3.0,1,0,0,0,0
14109,Nico Hoerner,3.0,SDP,3.0,1,1,1,1,0
14110,Pete Crow-Armstrong,0.0,SDP,3.0,1,0,0,0,0
14111,Matt Shaw,0.0,SDP,3.0,1,0,0,0,0
14112,Michael Busch,0.0,SDP,3.0,1,0,0,0,0
14113,Gage Workman,0.0,SDP,3.0,1,0,0,0,0
14114,Carson Kelly,0.0,SDP,3.0,1,0,0,0,0
14115,Marcus Semien,0.0,TBR,13.0,1,0,0,0,0
14116,Corey Seager,1.0,TBR,13.0,1,1,0,0,0
14117,Wyatt Langford,0.0,TBR,13.0,1,0,0,0,0
14118,Joc Pederson,0.0,TBR,13.0,1,0,0,0,0
14119,Victor Robles,2.0,SFG,10.0,1,1,1,0,0
14120,Adolis Garcia,0.0,TBR,13.0,1,0,0,0,0
14121,Jorge Polanco,0.0,SFG,10.0,1,0,0,0,0
14122,Jake Burger,0.0,TBR,13.0,1,0,0,0,0
14123,Julio Rodriguez,1.0,SFG,10.0,1,1,0,0,0
14124,Josh Smith,3.0,TBR,13.0,1,1,1,1,0
14125,Cal Raleigh,3.0,SFG,10.0,1,1,1,1,0
14126,Jonah Heim,2.0,TBR,13.0,1,1,1,0,0
14127,Randy Arozarena,1.0,SFG,10.0,1,1,0,0,0
14128,Leody Taveras,1.0,TBR,13.0,1,1,0,0,0
14129,Luke Raley,0.0,SFG,10.0,1,0,0,0,0
14130,Donovan Solano,1.0,SFG,10.0,1,1,0,0,0
14131,Miles Mastrobuoni,0.0,SFG,10.0,1,0,0,0,0
14132,Rowdy Tellez,0.0,SFG,10.0,1,0,0,0,0
14133,Mitch Garver,1.0,SFG,10.0,1,1,0,0,0
14134,Dylan Moore,1.0,SFG,10.0,1,1,0,0,0
14135,Ryan Bliss,1.0,SFG,10.0,1,1,0,0,0
14136,J.P. Crawford,0.0,SFG,10.0,1,0,0,0,0
14137,Tyler Freeman,1.0,LAD,14.0,1,1,0,0,0
14138,Ben Rice,1.0,DET,6.0,1,1,0,0,0
14139,Aaron Judge,1.0,DET,6.0,1,1,0,0,0
14140,Cody Bellinger,1.0,DET,6.0,1,1,0,0,0
14141,Paul Goldschmidt,2.0,DET,6.0,1,1,1,0,0
14142,Jazz Chisholm Jr.,0.0,DET,6.0,1,0,0,0,0
14143,Anthony Volpe,0.0,DET,6.0,1,0,0,0,0
14144,Austin Wells,1.0,DET,6.0,1,1,0,0,0
14145,Trent Grisham,1.0,DET,6.0,1,1,0,0,0
14146,Oswaldo Cabrera,0.0,DET,6.0,1,0,0,0,0
14147,Lars Nootbaar,0.0,PIT,15.0,1,0,0,0,0
14148,Willson Contreras,0.0,PIT,15.0,1,0,0,0,0
14149,Brendan Donovan,3.0,PIT,15.0,1,1,1,1,0
14150,Alec Burleson,1.0,PIT,15.0,1,1,0,0,0
14151,Jordan Walker,0.0,PIT,15.0,1,0,0,0,0
14152,Thomas Saggese,2.0,PIT,15.0,1,1,1,0,0
14153,Justyn-Henry Malloy,1.0,NYY,1.0,1,1,0,0,0
14154,Yohel Pozo,1.0,PIT,15.0,1,1,0,0,0
14155,Kerry Carpenter,0.0,NYY,1.0,1,0,0,0,0
14156,Michael Siani,1.0,PIT,15.0,1,1,0,0,0
14157,Andy Ibanez,1.0,NYY,1.0,1,1,0,0,0
14158,Masyn Winn,1.0,PIT,15.0,1,1,0,0,0
14159,Trey Sweeney,0.0,NYY,1.0,1,0,0,0,0
14160,Spencer Torkelson,0.0,NYY,1.0,1,0,0,0,0
14161,Riley Greene,0.0,NYY,1.0,1,0,0,0,0
14162,Manuel Margot,0.0,NYY,1.0,1,0,0,0,0
14163,Zach McKinstry,1.0,NYY,1.0,1,1,0,0,0
14164,Javier Baez,1.0,NYY,1.0,1,1,0,0,0
14165,Colt Keith,1.0,NYY,1.0,1,1,0,0,0
14166,Jake Rogers,0.0,NYY,1.0,1,0,0,0,0
14167,Ryan Kreidler,0.0,NYY,1.0,1,0,0,0,0
14168,James Wood,1.0,LAD,14.0,1,1,0,0,0
14169,Jacob Young,0.0,LAD,14.0,1,0,0,0,0
14170,Alex Call,1.0,LAD,14.0,1,1,0,0,0
14171,Luis Garcia Jr.,2.0,LAD,14.0,1,1,1,0,0
14172,Keibert Ruiz,1.0,LAD,14.0,1,1,0,0,0
14173,Xavier Edwards,2.0,NYM,7.0,1,1,1,0,0
14174,Josh Bell,1.0,LAD,14.0,1,1,0,0,0
14175,Kyle Stowers,1.0,NYM,7.0,1,1,0,0,0
14176,Otto Lopez,0.0,NYM,7.0,1,0,0,0,0
14177,Paul DeJong,1.0,LAD,14.0,1,1,0,0,0
14178,Matt Mervis,1.0,NYM,7.0,1,1,0,0,0
14179,Jose Tena,0.0,LAD,14.0,1,0,0,0,0
14180,Jonah Bride,0.0,NYM,7.0,1,0,0,0,0
14181,Amed Rosario,1.0,LAD,14.0,1,1,0,0,0
14182,Eric Wagaman,0.0,NYM,7.0,1,0,0,0,0
14183,Dylan Crews,0.0,LAD,14.0,1,0,0,0,0
14184,Griffin Conine,1.0,NYM,7.0,1,1,0,0,0
14185,Dane Myers,1.0,NYM,7.0,1,1,0,0,0
14186,Nick Fortes,0.0,NYM,7.0,1,0,0,0,0
14187,Liam Hicks,0.0,NYM,7.0,1,0,0,0,0
14188,Matt Wallner,2.0,KCR,11.0,1,1,1,0,0
14189,Carlos Correa,0.0,KCR,11.0,1,0,0,0,0
14190,Byron Buxton,0.0,KCR,11.0,1,0,0,0,0
14191,Trevor Larnach,0.0,KCR,11.0,1,0,0,0,0
14192,Ty France,1.0,KCR,11.0,1,1,0,0,0
14193,Jose Miranda,1.0,KCR,11.0,1,1,0,0,0
14194,Willi Castro,1.0,KCR,11.0,1,1,0,0,0
14195,Harrison Bader,2.0,KCR,11.0,1,1,1,0,0
14196,Christian Vazquez,0.0,KCR,11.0,1,0,0,0,0
14197,Edouard Julien,0.0,KCR,11.0,1,0,0,0,0
14198,Mark Vientos,0.0,MIN,9.0,1,0,0,0,0
14199,Jonathan India,1.0,MIN,9.0,1,1,0,0,0
14200,Bobby Witt Jr.,0.0,MIN,9.0,1,0,0,0,0
14201,Vinnie Pasquantino,1.0,MIN,9.0,1,1,0,0,0
14202,Salvador Perez,0.0,MIN,9.0,1,0,0,0,0
14203,Michael Massey,1.0,MIN,9.0,1,1,0,0,0
14204,Hunter Renfroe,1.0,MIN,9.0,1,1,0,0,0
14205,MJ Melendez,1.0,MIN,9.0,1,1,0,0,0
14206,Maikel Garcia,1.0,MIN,9.0,1,1,0,0,0
14207,Kyle Isbel,3.0,MIN,9.0,1,1,1,1,0
14208,Ian Happ,1.0,TEX,5.0,1,1,0,0,0
14209,Kyle Tucker,2.0,TEX,5.0,1,1,1,0,0
14210,Seiya Suzuki,2.0,TEX,5.0,1,1,1,0,0
14211,Michael Busch,2.0,TEX,5.0,1,1,1,0,0
14212,Dansby Swanson,0.0,TEX,5.0,1,0,0,0,0
14213,Miguel Amaya,2.0,TEX,5.0,1,1,1,0,0
14214,Jon Berti,0.0,TEX,5.0,1,0,0,0,0
14215,Gage Workman,0.0,TEX,5.0,1,0,0,0,0
14216,TJ Friedl,0.0,SFG,10.0,1,0,0,0,0
14217,Blake Dunn,1.0,SFG,10.0,1,1,0,0,0
14218,Elly De La Cruz,1.0,SFG,10.0,1,1,0,0,0
14219,Gavin Lux,0.0,SFG,10.0,1,0,0,0,0
14220,Julio Rodriguez,0.0,HOU,2.0,1,0,0,0,0
14221,Christian Encarnacion-Strand,1.0,SFG,10.0,1,1,0,0,0
14222,Jorge Polanco,1.0,HOU,2.0,1,1,0,0,0
14223,Jeimer Candelario,0.0,SFG,10.0,1,0,0,0,0
14224,Randy Arozarena,1.0,HOU,2.0,1,1,0,0,0
14225,Spencer Steer,1.0,SFG,10.0,1,1,0,0,0
14226,Cal Raleigh,0.0,HOU,2.0,1,0,0,0,0
14227,Jacob Hurtubise,0.0,SFG,10.0,1,0,0,0,0
14228,Luke Raley,0.0,HOU,2.0,1,0,0,0,0
14229,Jose Trevino,1.0,SFG,10.0,1,1,0,0,0
14230,Rowdy Tellez,0.0,HOU,2.0,1,0,0,0,0
14231,Dylan Moore,1.0,TBR,13.0,1,1,0,0,0
14232,Ryan Bliss,1.0,HOU,2.0,1,1,0,0,0
14233,Miles Mastrobuoni,0.0,HOU,2.0,1,0,0,0,0
14234,J.P. Crawford,0.0,HOU,2.0,1,0,0,0,0
14235,LaMonte Wade Jr.,0.0,CIN,4.0,1,0,0,0,0
14236,Willy Adames,1.0,CIN,4.0,1,1,0,0,0
14237,Jung Hoo Lee,1.0,CIN,4.0,1,1,0,0,0
14238,Matt Chapman,0.0,CIN,4.0,1,0,0,0,0
14239,Heliot Ramos,0.0,CIN,4.0,1,0,0,0,0
14240,Mike Yastrzemski,1.0,CIN,4.0,1,1,0,0,0
14241,Paul Goldschmidt,3.0,DET,6.0,1,1,1,1,0
